record_id,date,time,district,province,temperature_c,humidity_pct,previous_consumption_kwh,household_size,ac_usage,fan_usage,work_from_home,electricity_consumption_kwh
13167,2025-04-02,10:00:00,Gampaha,Western,27.4,75.5,2.0146,7,0,1,0,1.9954
13168,2025-04-02,10:00:00,Kandy,Central,25.25,79.46,1.7951,2,0,0,0,1.5072
13169,2025-04-02,10:00:00,Kegalle,Sabaragamuwa,26.3,78.35,1.6753,3,0,1,1,1.832
13170,2025-04-02,10:00:00,Kurunegala,North Western,26.73,80.08,1.6618,4,0,1,0,1.8712
13171,2025-04-02,11:00:00,Colombo,Western,26.71,74.72,2.0394,5,0,1,0,2.2184
13172,2025-04-02,11:00:00,Galle,Southern,27.21,75.14,1.8313,3,0,1,0,1.7166
13173,2025-04-02,11:00:00,Gampaha,Western,28.34,76.68,1.9954,2,0,1,0,1.9879
13174,2025-04-02,11:00:00,Kandy,Central,25.06,73.66,1.5072,7,0,0,0,1.5992
13175,2025-04-02,11:00:00,Kegalle,Sabaragamuwa,28.07,77.96,1.832,3,0,1,0,1.7382
13176,2025-04-02,11:00:00,Kurunegala,North Western,26.85,78.15,1.8712,4,0,1,0,1.8205
13177,2025-04-02,12:00:00,Colombo,Western,27.58,74.86,2.2184,4,0,1,0,2.0018
13178,2025-04-02,12:00:00,Galle,Southern,27.39,70.85,1.7166,5,0,1,0,1.7922
13179,2025-04-02,12:00:00,Gampaha,Western,27.04,71.39,1.9879,3,0,1,0,1.8191
13180,2025-04-02,12:00:00,Kandy,Central,27.73,73.52,1.5992,2,0,1,0,1.5087
13181,2025-04-02,12:00:00,Kegalle,Sabaragamuwa,26.66,72.02,1.7382,7,0,1,0,1.732
13182,2025-04-02,12:00:00,Kurunegala,North Western,28.08,74.76,1.8205,4,0,1,0,1.7334
13183,2025-04-02,13:00:00,Colombo,Western,28.99,73.4,2.0018,2,0,0,1,1.8641
13184,2025-04-02,13:00:00,Galle,Southern,27.82,68.87,1.7922,4,0,0,1,1.7189
13185,2025-04-02,13:00:00,Gampaha,Western,27.77,68.6,1.8191,6,0,1,0,2.0669
13186,2025-04-02,13:00:00,Kandy,Central,26.66,68.71,1.5087,4,0,1,0,1.6566
13187,2025-04-02,13:00:00,Kegalle,Sabaragamuwa,27.65,73.83,1.732,2,0,1,1,1.7928
13188,2025-04-02,13:00:00,Kurunegala,North Western,27.05,73.29,1.7334,4,0,1,0,1.6546
13189,2025-04-02,14:00:00,Colombo,Western,29.28,70.06,1.8641,3,0,1,1,1.8124
13190,2025-04-02,14:00:00,Galle,Southern,27.73,66.5,1.7189,7,0,1,0,1.7465
13191,2025-04-02,14:00:00,Gampaha,Western,27.57,71.76,2.0669,7,0,1,0,2.0158
13192,2025-04-02,14:00:00,Kandy,Central,26.44,66.46,1.6566,2,0,1,0,1.4913
13193,2025-04-02,14:00:00,Kegalle,Sabaragamuwa,29.31,71.67,1.7928,7,0,1,0,1.8692
13194,2025-04-02,14:00:00,Kurunegala,North Western,29.47,72.23,1.6546,6,0,0,1,2.0457
13195,2025-04-02,15:00:00,Colombo,Western,29.27,66.03,1.8124,3,0,1,1,1.9146
13196,2025-04-02,15:00:00,Galle,Southern,30.45,70.95,1.7465,7,0,1,0,2.0551
13197,2025-04-02,15:00:00,Gampaha,Western,29.62,68.35,2.0158,5,0,1,0,1.9024
13198,2025-04-02,15:00:00,Kandy,Central,27.62,70.93,1.4913,5,0,1,1,1.7585
13199,2025-04-02,15:00:00,Kegalle,Sabaragamuwa,28.29,68.88,1.8692,7,0,1,0,2.0541
13200,2025-04-02,15:00:00,Kurunegala,North Western,29.7,69.8,2.0457,7,0,1,0,2.107
13201,2025-04-02,16:00:00,Colombo,Western,29.68,70.23,1.9146,6,0,1,0,2.0204
13202,2025-04-02,16:00:00,Galle,Southern,29.31,65.63,2.0551,2,0,1,1,1.8019
13203,2025-04-02,16:00:00,Gampaha,Western,29.53,69.56,1.9024,3,0,1,0,1.8571
13204,2025-04-02,16:00:00,Kandy,Central,28.71,68.71,1.7585,4,0,1,1,1.8356
13205,2025-04-02,16:00:00,Kegalle,Sabaragamuwa,30.37,68.57,2.0541,2,0,1,0,1.9514
13206,2025-04-02,16:00:00,Kurunegala,North Western,28.88,65.53,2.107,5,1,0,0,1.922
13207,2025-04-02,17:00:00,Colombo,Western,30.25,63.44,2.0204,6,0,0,0,2.1481
13208,2025-04-02,17:00:00,Galle,Southern,29.68,64.48,1.8019,4,0,1,0,1.833
13209,2025-04-02,17:00:00,Gampaha,Western,30.95,66.47,1.8571,5,0,1,0,1.9979
13210,2025-04-02,17:00:00,Kandy,Central,28.57,64.3,1.8356,2,0,1,0,1.5887
13211,2025-04-02,17:00:00,Kegalle,Sabaragamuwa,28.14,62.83,1.9514,7,0,1,0,1.8399
13212,2025-04-02,17:00:00,Kurunegala,North Western,29.03,67.3,1.922,6,0,1,1,2.1372
13213,2025-04-02,18:00:00,Colombo,Western,30.34,69.05,2.1481,2,0,1,1,2.1822
13214,2025-04-02,18:00:00,Galle,Southern,30.07,65.88,1.833,6,1,0,1,2.279
13215,2025-04-02,18:00:00,Gampaha,Western,29.82,64.49,1.9979,6,1,0,0,2.3668
13216,2025-04-02,18:00:00,Kandy,Central,29.85,63.9,1.5887,4,1,0,0,1.8574
13217,2025-04-02,18:00:00,Kegalle,Sabaragamuwa,30.31,66.47,1.8399,4,1,0,0,2.1149
13218,2025-04-02,18:00:00,Kurunegala,North Western,30.66,64.64,2.1372,7,1,0,0,2.2568
13219,2025-04-02,19:00:00,Colombo,Western,31.83,67.47,2.1822,5,1,0,1,2.6706
13220,2025-04-02,19:00:00,Galle,Southern,29.98,68.35,2.279,6,1,0,0,2.2801
13221,2025-04-02,19:00:00,Gampaha,Western,30.44,65.34,2.3668,4,1,0,0,2.3476
13222,2025-04-02,19:00:00,Kandy,Central,27.67,62.72,1.8574,4,0,0,0,1.7904
13223,2025-04-02,19:00:00,Kegalle,Sabaragamuwa,30.04,63.4,2.1149,3,1,0,0,2.1466
13224,2025-04-02,19:00:00,Kurunegala,North Western,30.1,63.62,2.2568,2,0,1,1,2.1093
13225,2025-04-02,20:00:00,Colombo,Western,32.32,63.95,2.6706,5,1,0,1,2.691
13226,2025-04-02,20:00:00,Galle,Southern,30.57,59.09,2.2801,5,1,0,1,2.3508
13227,2025-04-02,20:00:00,Gampaha,Western,31.85,64.42,2.3476,7,1,0,1,2.6525
13228,2025-04-02,20:00:00,Kandy,Central,29.35,62.82,1.7904,2,0,1,0,1.7541
13229,2025-04-02,20:00:00,Kegalle,Sabaragamuwa,29.96,63.29,2.1466,3,1,0,0,2.1008
13230,2025-04-02,20:00:00,Kurunegala,North Western,29.76,65.84,2.1093,4,1,0,0,2.3215
13231,2025-04-02,21:00:00,Colombo,Western,31.7,62.75,2.691,5,1,0,0,2.4542
13232,2025-04-02,21:00:00,Galle,Southern,29.98,67.61,2.3508,3,1,0,0,2.2559
13233,2025-04-02,21:00:00,Gampaha,Western,30.23,68.88,2.6525,2,0,1,0,2.2535
13234,2025-04-02,21:00:00,Kandy,Central,28.06,66.18,1.7541,7,0,1,0,1.9621
13235,2025-04-02,21:00:00,Kegalle,Sabaragamuwa,28.29,62.7,2.1008,3,1,0,0,1.9063
13236,2025-04-02,21:00:00,Kurunegala,North Western,30.84,65.06,2.3215,4,1,0,0,2.3883
13237,2025-04-02,22:00:00,Colombo,Western,29.71,63.35,2.4542,4,1,0,1,2.3889
13238,2025-04-02,22:00:00,Galle,Southern,29.75,65.67,2.2559,5,1,0,1,2.3601
13239,2025-04-02,22:00:00,Gampaha,Western,29.9,63.66,2.2535,3,1,0,1,2.3947
13240,2025-04-02,22:00:00,Kandy,Central,29.83,65.11,1.9621,2,0,0,0,1.7329
13241,2025-04-02,22:00:00,Kegalle,Sabaragamuwa,31.23,69.16,1.9063,7,1,0,0,2.37
13242,2025-04-02,22:00:00,Kurunegala,North Western,29.88,67.09,2.3883,4,1,0,0,2.4928
13243,2025-04-02,23:00:00,Colombo,Western,30.25,66.48,2.3889,2,0,1,0,2.0681
13244,2025-04-02,23:00:00,Galle,Southern,29.73,68.28,2.3601,4,0,0,0,2.0687
13245,2025-04-02,23:00:00,Gampaha,Western,30.55,67.66,2.3947,6,0,1,0,2.2491
13246,2025-04-02,23:00:00,Kandy,Central,28.09,69.33,1.7329,4,0,1,0,1.8536
13247,2025-04-02,23:00:00,Kegalle,Sabaragamuwa,28.29,74.79,2.37,2,0,1,0,2.0711
13248,2025-04-02,23:00:00,Kurunegala,North Western,29.96,67.3,2.4928,4,0,1,0,2.2209
13249,2025-04-03,00:00:00,Colombo,Western,29.39,73.3,2.0681,3,1,0,0,2.3663
13250,2025-04-03,00:00:00,Galle,Southern,29.85,71.48,2.0687,7,1,0,1,2.4248
13251,2025-04-03,00:00:00,Gampaha,Western,29.53,72.47,2.2491,7,1,0,0,2.3329
13252,2025-04-03,00:00:00,Kandy,Central,28.35,69.51,1.8536,2,0,1,0,1.8643
13253,2025-04-03,00:00:00,Kegalle,Sabaragamuwa,29.87,71.09,2.0711,7,0,1,1,2.3675
13254,2025-04-03,00:00:00,Kurunegala,North Western,28.71,73.71,2.2209,6,0,1,0,2.2434
13255,2025-04-03,01:00:00,Colombo,Western,28.98,72.55,2.3663,3,0,1,0,2.2309
13256,2025-04-03,01:00:00,Galle,Southern,28.25,72.56,2.4248,7,0,1,0,2.1712
13257,2025-04-03,01:00:00,Gampaha,Western,29.54,71.34,2.3329,5,0,1,1,2.1982
13258,2025-04-03,01:00:00,Kandy,Central,26.64,69.02,1.8643,5,0,1,1,2.0159
13259,2025-04-03,01:00:00,Kegalle,Sabaragamuwa,28.87,69.81,2.3675,7,0,1,0,2.0923
13260,2025-04-03,01:00:00,Kurunegala,North Western,29.34,70.59,2.2434,7,0,1,0,2.2471
13261,2025-04-03,02:00:00,Colombo,Western,28.52,70.97,2.2309,6,0,1,0,2.2999
13262,2025-04-03,02:00:00,Galle,Southern,28.28,72.68,2.1712,2,0,1,0,2.0152
13263,2025-04-03,02:00:00,Gampaha,Western,29.04,74.15,2.1982,3,1,0,0,2.1454
13264,2025-04-03,02:00:00,Kandy,Central,27.36,67.98,2.0159,4,0,0,0,1.727
13265,2025-04-03,02:00:00,Kegalle,Sabaragamuwa,28.47,73.29,2.0923,2,0,1,0,2.0376
13266,2025-04-03,02:00:00,Kurunegala,North Western,28.79,73.26,2.2471,5,0,1,0,2.2363
13267,2025-04-03,03:00:00,Colombo,Western,30.61,77.24,2.2999,6,0,1,0,2.3257
13268,2025-04-03,03:00:00,Galle,Southern,28.3,70.8,2.0152,4,0,1,0,2.0746
13269,2025-04-03,03:00:00,Gampaha,Western,28.06,71.91,2.1454,5,0,1,1,2.1647
13270,2025-04-03,03:00:00,Kandy,Central,26.9,74.48,1.727,2,0,1,0,1.7999
13271,2025-04-03,03:00:00,Kegalle,Sabaragamuwa,26.99,74.63,2.0376,7,0,1,0,1.9493
13272,2025-04-03,03:00:00,Kurunegala,North Western,28.19,74.88,2.2363,6,0,1,0,2.1929
13273,2025-04-03,04:00:00,Colombo,Western,29.2,77.11,2.3257,2,0,1,0,2.1691
13274,2025-04-03,04:00:00,Galle,Southern,28.46,77.43,2.0746,6,0,0,0,1.9311
13275,2025-04-03,04:00:00,Gampaha,Western,27.46,74.34,2.1647,6,0,0,0,1.9324
13276,2025-04-03,04:00:00,Kandy,Central,26.04,74.1,1.7999,4,0,1,0,1.6916
13277,2025-04-03,04:00:00,Kegalle,Sabaragamuwa,27.14,73.82,1.9493,4,0,1,1,1.8343
13278,2025-04-03,04:00:00,Kurunegala,North Western,28.81,70.33,2.1929,7,0,1,0,2.1499
13279,2025-04-03,05:00:00,Colombo,Western,28.23,75.01,2.1691,5,0,1,1,2.1419
13280,2025-04-03,05:00:00,Galle,Southern,26.94,77.91,1.9311,6,0,1,0,1.9224
13281,2025-04-03,05:00:00,Gampaha,Western,27.71,80.71,1.9324,4,0,1,0,2.2044
13282,2025-04-03,05:00:00,Kandy,Central,27.06,79.83,1.6916,4,0,1,0,1.8343
13283,2025-04-03,05:00:00,Kegalle,Sabaragamuwa,27.61,79.81,1.8343,3,0,1,0,1.9223
13284,2025-04-03,05:00:00,Kurunegala,North Western,26.92,79.52,2.1499,2,0,1,1,1.9966
13285,2025-04-03,06:00:00,Colombo,Western,28.81,77.67,2.1419,5,0,1,0,2.3087
13286,2025-04-03,06:00:00,Galle,Southern,26.25,81.51,1.9224,5,0,1,0,2.0186
13287,2025-04-03,06:00:00,Gampaha,Western,28.02,76.65,2.2044,7,0,1,0,2.2764
13288,2025-04-03,06:00:00,Kandy,Central,26.16,77.08,1.8343,2,0,1,1,1.8932
13289,2025-04-03,06:00:00,Kegalle,Sabaragamuwa,27.24,78.78,1.9223,3,0,1,0,1.9128
13290,2025-04-03,06:00:00,Kurunegala,North Western,26.2,76.98,1.9966,4,0,1,0,1.7691
13291,2025-04-03,07:00:00,Colombo,Western,27.81,75.76,2.3087,5,0,1,0,2.2291
13292,2025-04-03,07:00:00,Galle,Southern,27.67,77.09,2.0186,3,0,1,0,1.7921
13293,2025-04-03,07:00:00,Gampaha,Western,26.98,81.09,2.2764,2,0,1,0,2.0514
13294,2025-04-03,07:00:00,Kandy,Central,25.11,77.85,1.8932,7,0,0,0,1.8232
13295,2025-04-03,07:00:00,Kegalle,Sabaragamuwa,25.13,79.24,1.9128,3,0,0,0,1.6297
13296,2025-04-03,07:00:00,Kurunegala,North Western,26.17,80.25,1.7691,4,0,0,1,1.893
13297,2025-04-03,08:00:00,Colombo,Western,27.29,75.78,2.2291,4,0,1,0,2.1027
13298,2025-04-03,08:00:00,Galle,Southern,25.82,76.37,1.7921,5,0,0,0,1.8574
13299,2025-04-03,08:00:00,Gampaha,Western,26.48,76.8,2.0514,3,0,1,0,1.8238
13300,2025-04-03,08:00:00,Kandy,Central,24.85,79.08,1.8232,2,0,0,0,1.6355
13301,2025-04-03,08:00:00,Kegalle,Sabaragamuwa,27.65,78.5,1.6297,7,0,1,1,2.0984
13302,2025-04-03,08:00:00,Kurunegala,North Western,26.38,80.25,1.893,4,0,1,0,1.9693
13303,2025-04-03,09:00:00,Colombo,Western,25.79,79.7,2.1027,2,0,0,1,1.9234
13304,2025-04-03,09:00:00,Galle,Southern,27.77,78.68,1.8574,4,0,0,1,1.8428
13305,2025-04-03,09:00:00,Gampaha,Western,25.92,77.09,1.8238,6,0,1,0,1.8812
13306,2025-04-03,09:00:00,Kandy,Central,27.3,78.83,1.6355,4,0,1,0,1.5865
13307,2025-04-03,09:00:00,Kegalle,Sabaragamuwa,26.91,79.66,2.0984,2,0,1,0,1.8098
13308,2025-04-03,09:00:00,Kurunegala,North Western,26.9,82.06,1.9693,4,0,1,1,2.0435
13309,2025-04-03,10:00:00,Colombo,Western,28.07,77.13,1.9234,3,0,1,0,1.8773
13310,2025-04-03,10:00:00,Galle,Southern,25.84,76.6,1.8428,7,0,0,0,1.8196
13311,2025-04-03,10:00:00,Gampaha,Western,26.96,72.87,1.8812,7,0,1,0,1.8768
13312,2025-04-03,10:00:00,Kandy,Central,26.17,78.27,1.5865,2,0,1,0,1.5058
13313,2025-04-03,10:00:00,Kegalle,Sabaragamuwa,26.52,79.61,1.8098,7,0,1,1,2.0226
13314,2025-04-03,10:00:00,Kurunegala,North Western,27.08,77.32,2.0435,6,0,1,0,1.9153
13315,2025-04-03,11:00:00,Colombo,Western,27.82,76.29,1.8773,3,0,1,0,2.07
13316,2025-04-03,11:00:00,Galle,Southern,26.84,72.05,1.8196,7,0,1,1,1.7259
13317,2025-04-03,11:00:00,Gampaha,Western,27.77,74.38,1.8768,5,0,1,0,1.9131
13318,2025-04-03,11:00:00,Kandy,Central,25.96,71.78,1.5058,5,0,1,0,1.6595
13319,2025-04-03,11:00:00,Kegalle,Sabaragamuwa,27.29,72.06,2.0226,7,0,1,0,1.8252
13320,2025-04-03,11:00:00,Kurunegala,North Western,27.27,75.74,1.9153,7,0,0,0,1.8813
13321,2025-04-03,12:00:00,Colombo,Western,28.02,75.74,2.07,6,0,1,1,2.1119
13322,2025-04-03,12:00:00,Galle,Southern,27.48,74.06,1.7259,2,0,1,0,1.678
13323,2025-04-03,12:00:00,Gampaha,Western,28.88,69.41,1.9131,3,0,0,0,1.8578
13324,2025-04-03,12:00:00,Kandy,Central,26.0,73.86,1.6595,4,0,1,0,1.564
13325,2025-04-03,12:00:00,Kegalle,Sabaragamuwa,27.82,72.28,1.8252,2,0,1,0,1.6847
13326,2025-04-03,12:00:00,Kurunegala,North Western,27.6,70.11,1.8813,5,0,1,0,1.8039
13327,2025-04-03,13:00:00,Colombo,Western,29.06,72.9,2.1119,6,0,1,0,1.9675
13328,2025-04-03,13:00:00,Galle,Southern,28.26,71.85,1.678,4,0,1,1,1.8094
13329,2025-04-03,13:00:00,Gampaha,Western,28.9,73.25,1.8578,5,0,1,0,1.9789
13330,2025-04-03,13:00:00,Kandy,Central,27.3,73.46,1.564,2,0,1,0,1.5389
13331,2025-04-03,13:00:00,Kegalle,Sabaragamuwa,27.23,69.63,1.6847,7,0,1,0,1.6871
13332,2025-04-03,13:00:00,Kurunegala,North Western,28.08,74.07,1.8039,6,0,1,0,1.9029
13333,2025-04-03,14:00:00,Colombo,Western,28.2,72.34,1.9675,2,0,1,0,1.793
13334,2025-04-03,14:00:00,Galle,Southern,29.83,65.43,1.8094,6,1,0,0,2.0179
13335,2025-04-03,14:00:00,Gampaha,Western,29.27,70.99,1.9789,6,0,1,1,1.987
13336,2025-04-03,14:00:00,Kandy,Central,26.97,70.1,1.5389,4,0,1,0,1.6596
13337,2025-04-03,14:00:00,Kegalle,Sabaragamuwa,28.01,69.54,1.6871,4,0,0,0,1.6175
13338,2025-04-03,14:00:00,Kurunegala,North Western,27.73,71.1,1.9029,7,0,0,0,1.7299
13339,2025-04-03,15:00:00,Colombo,Western,28.94,63.88,1.793,5,0,1,0,1.8637
13340,2025-04-03,15:00:00,Galle,Southern,28.51,68.97,2.0179,6,1,0,0,2.1072
13341,2025-04-03,15:00:00,Gampaha,Western,29.24,65.48,1.987,4,0,1,0,1.8671
13342,2025-04-03,15:00:00,Kandy,Central,28.83,68.5,1.6596,4,1,0,0,1.8717
13343,2025-04-03,15:00:00,Kegalle,Sabaragamuwa,28.29,68.26,1.6175,3,0,1,0,1.722
13344,2025-04-03,15:00:00,Kurunegala,North Western,30.4,67.5,1.7299,2,0,1,0,1.681
13345,2025-04-03,16:00:00,Colombo,Western,30.19,67.1,1.8637,5,0,1,0,1.945
13346,2025-04-03,16:00:00,Galle,Southern,30.93,66.06,2.1072,5,0,1,1,2.0613
13347,2025-04-03,16:00:00,Gampaha,Western,31.76,63.53,1.8671,7,0,1,0,1.9976
13348,2025-04-03,16:00:00,Kandy,Central,28.56,71.52,1.8717,2,0,1,1,1.8302
13349,2025-04-03,16:00:00,Kegalle,Sabaragamuwa,29.26,68.76,1.722,3,0,1,0,1.7362
13350,2025-04-03,16:00:00,Kurunegala,North Western,28.43,65.07,1.681,4,0,1,0,1.784
13351,2025-04-03,17:00:00,Colombo,Western,29.77,66.33,1.945,5,0,1,0,2.0148
13352,2025-04-03,17:00:00,Galle,Southern,28.88,60.21,2.0613,3,1,0,1,1.9329
13353,2025-04-03,17:00:00,Gampaha,Western,32.34,68.31,1.9976,2,0,0,0,2.0138
13354,2025-04-03,17:00:00,Kandy,Central,28.31,66.5,1.8302,7,0,1,1,1.8959
13355,2025-04-03,17:00:00,Kegalle,Sabaragamuwa,28.48,64.13,1.7362,3,0,1,0,1.7124
13356,2025-04-03,17:00:00,Kurunegala,North Western,30.0,62.08,1.784,4,0,1,0,1.9049
13357,2025-04-03,18:00:00,Colombo,Western,31.06,65.7,2.0148,4,1,0,0,2.3451
13358,2025-04-03,18:00:00,Galle,Southern,30.49,63.82,1.9329,5,1,0,0,2.0884
13359,2025-04-03,18:00:00,Gampaha,Western,30.12,65.73,2.0138,3,1,0,0,2.1218
13360,2025-04-03,18:00:00,Kandy,Central,28.46,68.45,1.8959,2,0,1,0,1.8155
13361,2025-04-03,18:00:00,Kegalle,Sabaragamuwa,28.73,67.72,1.7124,7,1,0,1,2.2076
13362,2025-04-03,18:00:00,Kurunegala,North Western,32.14,67.06,1.9049,4,1,0,0,2.3544
13363,2025-04-03,19:00:00,Colombo,Western,30.72,62.63,2.3451,2,0,1,0,1.9997
13364,2025-04-03,19:00:00,Galle,Southern,29.09,65.45,2.0884,4,1,0,0,2.1877
13365,2025-04-03,19:00:00,Gampaha,Western,30.38,57.4,2.1218,6,1,0,0,2.2426
13366,2025-04-03,19:00:00,Kandy,Central,29.17,59.11,1.8155,4,1,0,0,1.9291
13367,2025-04-03,19:00:00,Kegalle,Sabaragamuwa,30.83,59.39,2.2076,2,0,1,1,2.0103
13368,2025-04-03,19:00:00,Kurunegala,North Western,30.11,64.32,2.3544,4,1,0,1,2.2211
13369,2025-04-03,20:00:00,Colombo,Western,30.77,61.96,1.9997,3,1,0,0,2.2407
13370,2025-04-03,20:00:00,Galle,Southern,30.59,63.03,2.1877,7,1,0,0,2.1666
13371,2025-04-03,20:00:00,Gampaha,Western,30.84,59.51,2.2426,7,1,0,0,2.4902
13372,2025-04-03,20:00:00,Kandy,Central,29.56,66.24,1.9291,2,0,1,0,1.7256
13373,2025-04-03,20:00:00,Kegalle,Sabaragamuwa,30.06,66.14,2.0103,7,1,0,0,2.3493
13374,2025-04-03,20:00:00,Kurunegala,North Western,30.33,66.17,2.2211,6,1,0,0,2.3686
13375,2025-04-03,21:00:00,Colombo,Western,29.68,67.18,2.2407,3,1,0,1,2.4456
13376,2025-04-03,21:00:00,Galle,Southern,29.77,65.88,2.1666,7,1,0,0,2.195
13377,2025-04-03,21:00:00,Gampaha,Western,31.0,67.78,2.4902,5,1,0,0,2.4398
13378,2025-04-03,21:00:00,Kandy,Central,28.78,66.6,1.7256,5,1,0,0,1.9866
13379,2025-04-03,21:00:00,Kegalle,Sabaragamuwa,30.08,63.07,2.3493,7,1,0,1,2.3799
13380,2025-04-03,21:00:00,Kurunegala,North Western,31.01,65.61,2.3686,7,1,0,0,2.4453
13381,2025-04-03,22:00:00,Colombo,Western,30.72,63.59,2.4456,6,1,0,0,2.5567
13382,2025-04-03,22:00:00,Galle,Southern,29.81,69.27,2.195,2,0,1,0,2.0738
13383,2025-04-03,22:00:00,Gampaha,Western,30.57,63.29,2.4398,3,1,0,1,2.391
13384,2025-04-03,22:00:00,Kandy,Central,29.13,58.98,1.9866,4,1,0,1,1.9998
13385,2025-04-03,22:00:00,Kegalle,Sabaragamuwa,28.56,63.08,2.3799,2,0,0,0,1.9486
13386,2025-04-03,22:00:00,Kurunegala,North Western,29.77,66.88,2.4453,5,1,0,1,2.4499
13387,2025-04-03,23:00:00,Colombo,Western,30.68,66.81,2.5567,6,0,1,0,2.3318
13388,2025-04-03,23:00:00,Galle,Southern,29.66,64.38,2.0738,4,0,1,0,2.0044
13389,2025-04-03,23:00:00,Gampaha,Western,31.09,68.48,2.391,5,0,1,0,2.2086
13390,2025-04-03,23:00:00,Kandy,Central,28.67,71.55,1.9998,2,0,1,0,1.8735
13391,2025-04-03,23:00:00,Kegalle,Sabaragamuwa,28.57,67.97,1.9486,7,0,1,0,1.9879
13392,2025-04-03,23:00:00,Kurunegala,North Western,28.62,68.64,2.4499,6,0,0,0,1.9947
13393,2025-04-04,00:00:00,Colombo,Western,31.1,72.67,2.3318,2,0,1,0,2.4135
13394,2025-04-04,00:00:00,Galle,Southern,28.69,65.3,2.0044,6,1,0,0,2.1894
13395,2025-04-04,00:00:00,Gampaha,Western,29.38,70.41,2.2086,6,0,1,0,2.1635
13396,2025-04-04,00:00:00,Kandy,Central,26.77,67.1,1.8735,4,0,1,0,1.6347
13397,2025-04-04,00:00:00,Kegalle,Sabaragamuwa,28.95,65.47,1.9879,4,1,0,1,2.0686
13398,2025-04-04,00:00:00,Kurunegala,North Western,29.42,65.92,1.9947,7,0,1,0,2.0567
13399,2025-04-04,01:00:00,Colombo,Western,29.7,72.87,2.4135,5,0,1,1,2.4096
13400,2025-04-04,01:00:00,Galle,Southern,29.17,70.64,2.1894,6,1,0,0,2.2516
13401,2025-04-04,01:00:00,Gampaha,Western,29.93,71.94,2.1635,4,0,1,0,2.2517
13402,2025-04-04,01:00:00,Kandy,Central,27.25,68.14,1.6347,4,0,1,0,1.8914
13403,2025-04-04,01:00:00,Kegalle,Sabaragamuwa,29.42,69.16,2.0686,3,0,1,0,1.8534
13404,2025-04-04,01:00:00,Kurunegala,North Western,28.06,67.78,2.0567,2,0,1,0,1.8524
13405,2025-04-04,02:00:00,Colombo,Western,28.91,71.14,2.4096,5,0,0,0,2.2668
13406,2025-04-04,02:00:00,Galle,Southern,28.04,70.51,2.2516,5,0,1,0,2.0544
13407,2025-04-04,02:00:00,Gampaha,Western,28.47,72.81,2.2517,7,0,1,0,2.235
13408,2025-04-04,02:00:00,Kandy,Central,28.22,77.28,1.8914,2,0,1,0,1.9445
13409,2025-04-04,02:00:00,Kegalle,Sabaragamuwa,27.48,71.88,1.8534,3,0,1,0,1.8858
13410,2025-04-04,02:00:00,Kurunegala,North Western,29.14,76.62,1.8524,4,0,1,0,1.9938
13411,2025-04-04,03:00:00,Colombo,Western,28.6,79.12,2.2668,5,0,1,0,2.295
13412,2025-04-04,03:00:00,Galle,Southern,28.01,69.6,2.0544,3,0,1,0,1.935
13413,2025-04-04,03:00:00,Gampaha,Western,27.12,70.07,2.235,2,0,1,0,1.9953
13414,2025-04-04,03:00:00,Kandy,Central,27.42,78.1,1.9445,7,0,1,1,2.2072
13415,2025-04-04,03:00:00,Kegalle,Sabaragamuwa,26.22,75.12,1.8858,3,0,1,0,1.8634
13416,2025-04-04,03:00:00,Kurunegala,North Western,28.36,78.08,1.9938,4,0,1,0,2.2672
13417,2025-04-04,04:00:00,Colombo,Western,29.37,73.52,2.295,4,0,1,0,2.1984
13418,2025-04-04,04:00:00,Galle,Southern,28.17,77.77,1.935,5,0,1,0,1.9853
13419,2025-04-04,04:00:00,Gampaha,Western,27.91,72.75,1.9953,3,0,1,0,1.8881
13420,2025-04-04,04:00:00,Kandy,Central,27.52,75.12,2.2072,2,0,1,0,1.8709
13421,2025-04-04,04:00:00,Kegalle,Sabaragamuwa,27.86,77.24,1.8634,7,0,1,0,1.9954
13422,2025-04-04,04:00:00,Kurunegala,North Western,27.02,79.01,2.2672,4,0,1,1,2.1581
13423,2025-04-04,05:00:00,Colombo,Western,27.11,72.28,2.1984,2,0,1,0,1.8405
13424,2025-04-04,05:00:00,Galle,Southern,27.19,81.09,1.9853,4,0,1,1,2.1612
13425,2025-04-04,05:00:00,Gampaha,Western,27.78,75.18,1.8881,6,0,1,0,2.0862
13426,2025-04-04,05:00:00,Kandy,Central,25.53,79.64,1.8709,4,0,1,0,1.9893
13427,2025-04-04,05:00:00,Kegalle,Sabaragamuwa,27.65,75.02,1.9954,2,0,1,0,1.9491
13428,2025-04-04,05:00:00,Kurunegala,North Western,26.68,72.72,2.1581,4,0,1,0,1.8659
13429,2025-04-04,06:00:00,Colombo,Western,27.37,76.69,1.8405,3,0,1,0,1.9801
13430,2025-04-04,06:00:00,Galle,Southern,26.06,78.22,2.1612,7,0,1,1,2.1315
13431,2025-04-04,06:00:00,Gampaha,Western,27.43,77.27,2.0862,7,0,1,0,2.0809
13432,2025-04-04,06:00:00,Kandy,Central,26.82,78.33,1.9893,2,0,1,1,1.9086
13433,2025-04-04,06:00:00,Kegalle,Sabaragamuwa,26.5,77.27,1.9491,7,0,1,0,1.9966
13434,2025-04-04,06:00:00,Kurunegala,North Western,27.53,79.34,1.8659,6,0,1,1,2.0948
